,home_score,away_score,home_team_name,away_team_name,home_formation,away_fromation,HomePlayer1,HomePlayer2,HomePlayer3,HomePlayer4,HomePlayer5,HomePlayer6,HomePlayer7,HomePlayer8,HomePlayer9,HomePlayer10,HomePlayer11,HomePlayer12,HomePlayer13,HomePlayer14,HomePlayer15,HomePlayer16,HomePlayer17,HomePlayer18,HomePlayer19,HomePlayer20,AwayPlayer1,AwayPlayer2,AwayPlayer3,AwayPlayer4,AwayPlayer5,AwayPlayer6,AwayPlayer7,AwayPlayer8,AwayPlayer9,AwayPlayer10,AwayPlayer11,AwayPlayer12,AwayPlayer13,AwayPlayer14,AwayPlayer15,AwayPlayer16,AwayPlayer17,AwayPlayer18,AwayPlayer19,AwayPlayer20,Matchweek,home_GD_prior,away_GD_prior,home_Points_prior,away_Points_prior
96,5,0,Leicester City,Sheffield United,"<strong class=""matchTeamFormation"" data-team-id=""26"">3-4-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""18"">3-5-2</strong>",Kasper Schmeichel,Wesley Fofana,Çaglar Söyüncü,Jonny Evans,Youri Tielemans,Ricardo Pereira,Timothy Castagne,Wilfred Ndidi,Ayoze Pérez,Jamie Vardy,Kelechi Iheanacho,Danny Ward,Vontae Campbell,Daniel Amartey,Luke Thomas,Christian Fuchs,Thakgalo Leshabela,Hamza Choudhury,Nampalys Mendy,Marc Albrighton,Aaron Ramsdale,Kean Bryan,Ethan Ampadu,Chris Basham,John Fleck,George Baldock,John Lundstram,Oliver Norwood,Enda Stevens,Oliver Burke,Billy Sharp,Wes Foderingham,Max Lowe,Phil Jagielka,Jayden Bogle,Ben Osborn,Iliman Ndiaye,Rhian Brewster,Oliver McBurnie,Lys Mousset,Matchweek 28,16,-29,53,14
97,2,1,Arsenal,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",Bernd Leno,Cédric Soares,Kieran Tierney,David Luiz,Gabriel Magalhães,Thomas Partey,Granit Xhaka,Martin Ødegaard,Emile Smith Rowe,Bukayo Saka,Alexandre Lacazette,Mathew Ryan,Héctor Bellerín,Calum Chambers,Rob Holding,Mohamed Elneny,Dani Ceballos,Nicolas Pépé,Willian,Pierre-Emerick Aubameyang,Hugo Lloris,Matt Doherty,Sergio Reguilón,Davinson Sánchez,Toby Alderweireld,Tanguy Ndombélé,Son Heung-Min,Gareth Bale,Lucas Moura,Pierre-Emile Højbjerg,Harry Kane,Joe Hart,Sèrge Aurier,Ben Davies,Moussa Sissoko,Harry Winks,Érik Lamela,Eric Dier,Dele Alli,Carlos Vinícius,Matchweek 28,7,18,38,45
98,1,0,Manchester United,West Ham United,"<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""25"">3-1-4-2</strong>",Dean Henderson,Luke Shaw,Victor Lindelöf,Aaron Wan-Bissaka,Harry Maguire,Marcus Rashford,Bruno Fernandes,Daniel James,Scott McTominay,Fred,Mason Greenwood,Nathan Bishop,Lee Grant,Eric Bailly,Brandon Williams,Axel Tuanzebe,Alex Telles,Nemanja Matic,Amad Diallo,Shola Shoretire,Lukasz Fabianski,Aaron Cresswell,Craig Dawson,Issa Diop,Vladimír Coufal,Ben Johnson,Mark Noble,Declan Rice,Tomás Soucek,Jarrod Bowen,Michail Antonio,David Martin,Nathan Trott,Fabián Balbuena,Frederik Alves,Conor Coventry,Manuel Lanzini,Saïd Benrahma,Ademipo Odubeko,,Matchweek 28,23,11,54,48
99,0,3,Fulham,Manchester City,"<strong class=""matchTeamFormation"" data-team-id=""34"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""11"">3-4-3</strong>",Alphonse Areola,Tosin Adarabioyo,Kenny Tete,Joachim Andersen,Ola Aina,Mario Lemina,Frank Anguissa,Harrison Reed,Ademola Lookman,Ruben Loftus-Cheek,Ivan Cavaleiro,Fabri,Michael Hector,Tim Ream,Terence Kongolo,Joe Bryan,Antonee Robinson,Josh Onomah,Josh Maja,Aleksandar Mitrovic,Ederson,John Stones,Aymeric Laporte,Rúben Dias,Benjamin Mendy,João Cancelo,Bernardo Silva,Rodri,Sergio Agüero,Gabriel Jesus,Ferran Torres,Zack Steffen,Oleksandr Zinchenko,Kyle Walker,Eric García,Phil Foden,Kevin De Bruyne,Fernandinho,Ilkay Gündogan,Riyad Mahrez,Matchweek 28,-11,40,26,68
100,0,0,Leeds United,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""9"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">4-2-3-1</strong>",Illan Meslier,Ezgjan Alioski,Diego Llorente,Pascal Struijk,Luke Ayling,Kalvin Phillips,Raphinha,Tyler Roberts,Stuart Dallas,Jack Harrison,Patrick Bamford,Kiko Casilla,Gaetano Berardi,Robin Koch,Jack Jenkins,Mateusz Klich,Jamie Shackleton,Ian Poveda,Hélder Costa,Rodrigo,Édouard Mendy,Andreas Christensen,César Azpilicueta,Antonio Rüdiger,Ben Chilwell,Jorginho,N'Golo Kanté,Christian Pulisic,Hakim Ziyech,Mason Mount,Kai Havertz,Kepa,Reece James,Emerson,Kurt Zouma,Marcos Alonso,Mateo Kovacic,Timo Werner,Callum Hudson-Odoi,Olivier Giroud,Matchweek 28,-3,19,35,50
101,1,0,Crystal Palace,West Bromwich Albion,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""36"">4-1-4-1</strong>",Vicente Guaita,Gary Cahill,Patrick van Aanholt,Joel Ward,Cheikhou Kouyaté,Eberechi Eze,Jordan Ayew,Jairo Riedewald,Luka Milivojevic,Christian Benteke,Wilfried Zaha,Jack Butland,Scott Dann,Martin Kelly,Reece Hannam,Jeffrey Schlupp,Andros Townsend,Michy Batshuayi,Jean-Philippe Mateta,Connor Wickham,Sam Johnstone,Conor Townsend,Dara O'Shea,Kyle Bartley,Darnell Furlong,Okay Yokuslu,Conor Gallagher,Ainsley Maitland-Niles,Matheus Pereira,Matt Phillips,Mbaye Diagne,David Button,Semi Ajayi,Lee Peltier,Jake Livermore,Robert Snodgrass,Grady Diangana,Karlan Grant,Callum Robinson,Hal Robson-Kanu,Matchweek 28,-17,-36,34,18
102,1,2,Everton,Burnley,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-1-2-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>",Jordan Pickford,Michael Keane,Ben Godfrey,Lucas Digne,Mason Holgate,Allan,Alex Iwobi,André Gomes,Tom Davies,Richarlison,Dominic Calvert-Lewin,João Virgínia,Harry Tyrer,Yerry Mina,Séamus Coleman,Niels Nkounkou,Nathan Broadhead,Tyler Onyango,Gylfi Sigurdsson,Joshua King,Nick Pope,Erik Pieters,Ben Mee,James Tarkowski,Matthew Lowton,Ashley Westwood,Dwight McNeil,Jóhann Gudmundsson,Josh Brownhill,Matej Vydra,Chris Wood,Bailey Peacock-Farrell,Phil Bardsley,Kevin Long,Jimmy Dunne,Richard Nartey,Josh Benson,Robert Brady,Dale Stephens,Jay Rodríguez,Matchweek 28,4,-16,46,30
103,1,1,Newcastle United,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-3</strong>",Martin Dúbravka,Jamaal Lascelles,Ciaran Clark,Emil Krafth,Paul Dummett,Jonjo Shelvey,Joe Willock,Isaac Hayden,Ryan Fraser,Joelinton,Dwight Gayle,Karl Darlow,Javier Manquillo,Federico Fernández,Jamal Lewis,Matt Ritchie,Sean Longstaff,Jacob Murphy,Jeff Hendrick,Andy Carroll,Emiliano Martínez,Ahmed El Mohamady,Tyrone Mings,Ezri Konsa,Matt Targett,Jacob Ramsey,John McGinn,Douglas Luiz,Bertrand Traoré,Trézéguet,Ollie Watkins,Tom Heaton,Björn Engels,Matty Cash,Neil Taylor,Morgan Sanson,Ross Barkley,Anwar El Ghazi,Marvelous Nakamba,Keinan Davis,Matchweek 28,-17,11,27,40
104,5,2,Manchester City,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Ederson,Oleksandr Zinchenko,Aymeric Laporte,Kyle Walker,Rúben Dias,Fernandinho,Ilkay Gündogan,Kevin De Bruyne,Bernardo Silva,Riyad Mahrez,Phil Foden,Zack Steffen,Benjamin Mendy,John Stones,João Cancelo,Rodri,Sergio Agüero,Gabriel Jesus,Ferran Torres,Raheem Sterling,Alex McCarthy,Jannik Vestergaard,Jan Bednarek,Ryan Bertrand,Mohammed Salisu,James Ward-Prowse,Moussa Djenepo,Stuart Armstrong,Jack Stephens,Ché Adams,Nathan Redmond,Fraser Forster,Kayne Ramsay,Kyle Walker-Peters,Nathan Tella,Ibrahima Diallo,Will Ferry,Caleb Watts,Daniel Nlundulu,Takumi Minamino,Matchweek 27,37,-11,65,33
105,2,0,Chelsea,Everton,"<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">3-4-1-2</strong>",Édouard Mendy,Kurt Zouma,César Azpilicueta,Andreas Christensen,Mateo Kovacic,Reece James,Jorginho,Marcos Alonso,Timo Werner,Kai Havertz,Callum Hudson-Odoi,Kepa,Ben Chilwell,Antonio Rüdiger,Thiago Silva,N'Golo Kanté,Mason Mount,Hakim Ziyech,Christian Pulisic,Olivier Giroud,Jordan Pickford,Ben Godfrey,Mason Holgate,Michael Keane,André Gomes,Alex Iwobi,Allan,Lucas Digne,Richarlison,Dominic Calvert-Lewin,Gylfi Sigurdsson,Harry Tyrer,João Virgínia,Niels Nkounkou,Kyle John,Nathan Broadhead,Tom Davies,Tyler Onyango,Joshua King,Bernard,Matchweek 27,17,6,47,46
106,2,0,West Ham United,Leeds United,"<strong class=""matchTeamFormation"" data-team-id=""25"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""9"">4-1-4-1</strong>",Lukasz Fabianski,Issa Diop,Craig Dawson,Aaron Cresswell,Vladimír Coufal,Declan Rice,Tomás Soucek,Pablo Fornals,Jesse Lingard,Saïd Benrahma,Michail Antonio,David Martin,Nathan Trott,Fabián Balbuena,Ben Johnson,Mark Noble,Manuel Lanzini,Ademipo Odubeko,Jarrod Bowen,,Illan Meslier,Luke Ayling,Liam Cooper,Diego Llorente,Stuart Dallas,Tyler Roberts,Kalvin Phillips,Raphinha,Mateusz Klich,Hélder Costa,Patrick Bamford,Elia Caprile,Gaetano Berardi,Leif Davis,Jack Jenkins,Ezgjan Alioski,Jack Harrison,Rodrigo,Ian Poveda,Niall Huggins,Matchweek 27,9,-1,45,35
107,0,0,West Bromwich Albion,Newcastle United,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""23"">4-3-1-2</strong>",Sam Johnstone,Dara O'Shea,Kyle Bartley,Conor Townsend,Darnell Furlong,Matt Phillips,Matheus Pereira,Okay Yokuslu,Conor Gallagher,Ainsley Maitland-Niles,Mbaye Diagne,David Button,Semi Ajayi,Lee Peltier,Romaine Sawyers,Robert Snodgrass,Jake Livermore,Hal Robson-Kanu,Karlan Grant,Callum Robinson,Martin Dúbravka,Jamaal Lascelles,Ciaran Clark,Emil Krafth,Paul Dummett,Joe Willock,Jonjo Shelvey,Isaac Hayden,Jeff Hendrick,Ryan Fraser,Joelinton,Karl Darlow,Javier Manquillo,Federico Fernández,Jamal Lewis,Matt Ritchie,Sean Longstaff,Jacob Murphy,Dwight Gayle,Andy Carroll,Matchweek 27,-36,-17,17,26
108,0,1,Liverpool,Fulham,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""34"">4-4-2</strong>",Alisson Becker,Nathaniel Phillips,Andy Robertson,Neco Williams,Rhys Williams,James Milner,Georginio Wijnaldum,Naby Keïta,Mohamed Salah,Diogo Jota,Xherdan Shaqiri,Adrián,Trent Alexander-Arnold,Kostas Tsimikas,Fabinho,Curtis Jones,Alex Oxlade-Chamberlain,Thiago Alcântara,Sadio Mané,Divock Origi,Alphonse Areola,Joachim Andersen,Kenny Tete,Ola Aina,Tosin Adarabioyo,Mario Lemina,Ademola Lookman,Bobby De Cordova-Reid,Harrison Reed,Josh Maja,Ivan Cavaleiro,Fabri,Terence Kongolo,Joe Bryan,Antonee Robinson,Tim Ream,Michael Hector,Ruben Loftus-Cheek,Frank Anguissa,Aleksandar Mitrovic,Matchweek 27,12,-12,43,23
109,0,2,Manchester City,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Ederson,João Cancelo,Oleksandr Zinchenko,Rúben Dias,John Stones,Riyad Mahrez,Kevin De Bruyne,Raheem Sterling,Rodri,Ilkay Gündogan,Gabriel Jesus,Zack Steffen,Kyle Walker,Aymeric Laporte,Benjamin Mendy,Phil Foden,Bernardo Silva,Fernandinho,Sergio Agüero,Ferran Torres,Dean Henderson,Luke Shaw,Harry Maguire,Aaron Wan-Bissaka,Victor Lindelöf,Marcus Rashford,Fred,Bruno Fernandes,Scott McTominay,Daniel James,Anthony Martial,Lee Grant,Brandon Williams,Alex Telles,Axel Tuanzebe,Eric Bailly,Nemanja Matic,Amad Diallo,Mason Greenwood,Shola Shoretire,Matchweek 27,42,21,68,51
110,4,1,Tottenham Hotspur,Crystal Palace,"<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>",Hugo Lloris,Sergio Reguilón,Matt Doherty,Toby Alderweireld,Davinson Sánchez,Pierre-Emile Højbjerg,Son Heung-Min,Lucas Moura,Gareth Bale,Harry Winks,Harry Kane,Joe Hart,Ben Davies,Érik Lamela,Moussa Sissoko,Dele Alli,Tanguy Ndombélé,Eric Dier,Carlos Vinícius,Steven Bergwijn,Vicente Guaita,Gary Cahill,Cheikhou Kouyaté,Joel Ward,Patrick van Aanholt,Luka Milivojevic,Andros Townsend,Eberechi Eze,Jairo Riedewald,Jordan Ayew,Christian Benteke,Jack Butland,Scott Dann,Martin Kelly,Reece Hannam,Jeffrey Schlupp,Connor Wickham,Michy Batshuayi,Wilfried Zaha,Jean-Philippe Mateta,Matchweek 27,15,-14,42,34
111,1,1,Burnley,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Nick Pope,Matthew Lowton,James Tarkowski,Charlie Taylor,Ben Mee,Josh Brownhill,Dwight McNeil,Ashley Westwood,Jóhann Gudmundsson,Chris Wood,Matej Vydra,Bailey Peacock-Farrell,Jimmy Dunne,Erik Pieters,Kevin Long,Phil Bardsley,Dale Stephens,Josh Benson,Robert Brady,Jay Rodríguez,Bernd Leno,Calum Chambers,Kieran Tierney,Pablo Marí,David Luiz,Thomas Partey,Granit Xhaka,Martin Ødegaard,Willian,Bukayo Saka,Pierre-Emerick Aubameyang,Mathew Ryan,Héctor Bellerín,Gabriel Magalhães,Rob Holding,Mohamed Elneny,Dani Ceballos,Gabriel Martinelli,Nicolas Pépé,Alexandre Lacazette,Matchweek 27,-16,7,29,37
112,0,2,Sheffield United,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""18"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Aaron Ramsdale,Kean Bryan,George Baldock,Ethan Ampadu,Enda Stevens,Oliver Norwood,John Fleck,John Lundstram,Jayden Bogle,Rhian Brewster,David McGoldrick,Wes Foderingham,Max Lowe,Frankie Maguire,Oliver Burke,Iliman Ndiaye,Ben Osborn,Oliver McBurnie,Lys Mousset,Billy Sharp,Fraser Forster,Kyle Walker-Peters,Jan Bednarek,Jannik Vestergaard,Ryan Bertrand,Takumi Minamino,Ibrahima Diallo,James Ward-Prowse,Stuart Armstrong,Nathan Tella,Danny Ings,Alex McCarthy,Jack Stephens,Mohammed Salisu,Kgaogelo Chauke,Moussa Djenepo,Alexandre Jankewitz,Nathan Redmond,Daniel Nlundulu,Ché Adams,Matchweek 27,-27,-16,14,30
113,0,0,Aston Villa,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-3</strong>",Emiliano Martínez,Ezri Konsa,Tyrone Mings,Ahmed El Mohamady,Matt Targett,Morgan Sanson,John McGinn,Douglas Luiz,Ollie Watkins,Trézéguet,Bertrand Traoré,Tom Heaton,Björn Engels,Neil Taylor,Jaden Philogene,Ross Barkley,Jacob Ramsey,Marvelous Nakamba,Kaine Kesler-Hayden,Keinan Davis,Rui Patrício,Conor Coady,Leander Dendoncker,Romain Saïss,Rúben Neves,Nélson Semedo,João Moutinho,Jonny Otto,Pedro Neto,Willian José,Adama Traoré,John Ruddy,Ki-Jana Hoever,Maximilian Kilman,Willy-Arnaud Boly,Rayan Aït-Nouri,Vitinha,Morgan Gibbs-White,Fábio Silva,,Matchweek 27,11,-9,39,34
114,1,2,Brighton and Hove Albion,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""131"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">3-1-4-2</strong>",Robert Sánchez,Ben White,Lewis Dunk,Joël Veltman,Dan Burn,Leandro Trossard,Pascal Groß,Yves Bissouma,Alexis Mac Allister,Adam Lallana,Neal Maupay,Jason Steele,Jakub Moder,Davy Pröpper,Steven Alzate,Andi Zeqiri,Percy Tau,Alireza Jahanbakhsh,José Izquierdo,Danny Welbeck,Kasper Schmeichel,Wesley Fofana,Çaglar Söyüncü,Daniel Amartey,Youri Tielemans,Sidnei Tavares,Ricardo Pereira,Timothy Castagne,Wilfred Ndidi,Jamie Vardy,Kelechi Iheanacho,Danny Ward,Vontae Campbell,Luke Thomas,Christian Fuchs,Hamza Choudhury,Thakgalo Leshabela,Nampalys Mendy,Shane Flynn,Marc Albrighton,Matchweek 27,-7,15,26,50
115,0,1,Fulham,Tottenham Hotspur,"<strong class=""matchTeamFormation"" data-team-id=""34"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""21"">4-2-3-1</strong>",Alphonse Areola,Tosin Adarabioyo,Joachim Andersen,Ola Aina,Antonee Robinson,Mario Lemina,Harrison Reed,Ruben Loftus-Cheek,Ivan Cavaleiro,Ademola Lookman,Josh Maja,Fabri,Terence Kongolo,Tim Ream,Joe Bryan,Kenny Tete,Josh Onomah,Frank Anguissa,Bobby De Cordova-Reid,Aleksandar Mitrovic,Hugo Lloris,Davinson Sánchez,Matt Doherty,Toby Alderweireld,Ben Davies,Son Heung-Min,Tanguy Ndombélé,Dele Alli,Gareth Bale,Pierre-Emile Højbjerg,Harry Kane,Joe Hart,Japhet Tanganga,Sergio Reguilón,Moussa Sissoko,Érik Lamela,Eric Dier,Harry Winks,Carlos Vinícius,Lucas Moura,Matchweek 26,-11,14,23,39
116,0,1,West Bromwich Albion,Everton,"<strong class=""matchTeamFormation"" data-team-id=""36"">4-1-4-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""7"">4-4-2</strong>",Sam Johnstone,Kyle Bartley,Dara O'Shea,Darnell Furlong,Conor Townsend,Matheus Pereira,Conor Gallagher,Ainsley Maitland-Niles,Okay Yokuslu,Matt Phillips,Mbaye Diagne,David Button,Lee Peltier,Semi Ajayi,Romaine Sawyers,Robert Snodgrass,Jake Livermore,Karlan Grant,Callum Robinson,Hal Robson-Kanu,Jordan Pickford,Lucas Digne,Ben Godfrey,Mason Holgate,Michael Keane,Alex Iwobi,Bernard,André Gomes,Abdoulaye Doucouré,Richarlison,Dominic Calvert-Lewin,João Virgínia,Harry Tyrer,Niels Nkounkou,Allan,Gylfi Sigurdsson,Tyler Onyango,Nathan Broadhead,Joshua King,,Matchweek 26,-35,5,17,43
117,0,1,Liverpool,Chelsea,"<strong class=""matchTeamFormation"" data-team-id=""10"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""4"">3-4-2-1</strong>",Alisson Becker,Trent Alexander-Arnold,Ozan Kabak,Fabinho,Andy Robertson,Thiago Alcântara,Curtis Jones,Georginio Wijnaldum,Roberto Firmino,Mohamed Salah,Sadio Mané,Adrián,Rhys Williams,Neco Williams,Xherdan Shaqiri,James Milner,Alex Oxlade-Chamberlain,Naby Keïta,Diogo Jota,Divock Origi,Édouard Mendy,Antonio Rüdiger,César Azpilicueta,Andreas Christensen,Reece James,Ben Chilwell,Jorginho,N'Golo Kanté,Timo Werner,Mason Mount,Hakim Ziyech,Kepa,Kurt Zouma,Emerson,Marcos Alonso,Christian Pulisic,Kai Havertz,Mateo Kovacic,Olivier Giroud,Callum Hudson-Odoi,Matchweek 26,13,16,43,44
118,1,1,Burnley,Leicester City,"<strong class=""matchTeamFormation"" data-team-id=""43"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""26"">3-1-4-2</strong>",Nick Pope,James Tarkowski,Charlie Taylor,Matthew Lowton,Ben Mee,Josh Brownhill,Ashley Westwood,Dwight McNeil,Jack Cork,Chris Wood,Matej Vydra,Bailey Peacock-Farrell,Jimmy Dunne,Erik Pieters,Kevin Long,Phil Bardsley,Dale Stephens,Josh Benson,Lewis Richardson,Jay Rodríguez,Kasper Schmeichel,Daniel Amartey,Wilfred Ndidi,Çaglar Söyüncü,Timothy Castagne,Nampalys Mendy,Youri Tielemans,Hamza Choudhury,Ricardo Pereira,Kelechi Iheanacho,Jamie Vardy,Danny Ward,Luke Thomas,Wesley Fofana,Christian Fuchs,Vontae Campbell,Thakgalo Leshabela,Cengiz Ünder,Marc Albrighton,Sidnei Tavares,Matchweek 26,-16,15,28,49
119,0,0,Crystal Palace,Manchester United,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""12"">4-2-3-1</strong>",Vicente Guaita,Joel Ward,Cheikhou Kouyaté,Patrick van Aanholt,Gary Cahill,Eberechi Eze,James McCarthy,Luka Milivojevic,Andros Townsend,Jordan Ayew,Christian Benteke,Jack Butland,Martin Kelly,Scott Dann,Reece Hannam,Jairo Riedewald,Jeffrey Schlupp,Connor Wickham,Michy Batshuayi,Jean-Philippe Mateta,Dean Henderson,Luke Shaw,Harry Maguire,Aaron Wan-Bissaka,Eric Bailly,Marcus Rashford,Nemanja Matic,Bruno Fernandes,Mason Greenwood,Fred,Edinson Cavani,Lee Grant,Axel Tuanzebe,Alex Telles,Victor Lindelöf,Brandon Williams,Scott McTominay,Daniel James,Shola Shoretire,Amad Diallo,Matchweek 26,-14,21,33,50
120,1,0,Sheffield United,Aston Villa,"<strong class=""matchTeamFormation"" data-team-id=""18"">3-5-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""2"">4-3-3</strong>",Aaron Ramsdale,Phil Jagielka,Kean Bryan,Ethan Ampadu,John Fleck,Oliver Norwood,Enda Stevens,George Baldock,John Lundstram,David McGoldrick,Rhian Brewster,Wes Foderingham,Max Lowe,Iliman Ndiaye,Oliver Burke,Frankie Maguire,Ben Osborn,Billy Sharp,Oliver McBurnie,Lys Mousset,Emiliano Martínez,Tyrone Mings,Matt Targett,Ezri Konsa,Ahmed El Mohamady,Marvelous Nakamba,John McGinn,Jacob Ramsey,Anwar El Ghazi,Bertrand Traoré,Ollie Watkins,Tom Heaton,Neil Taylor,Björn Engels,Ross Barkley,Kaine Kesler-Hayden,Morgan Sanson,Trézéguet,Douglas Luiz,Keinan Davis,Matchweek 26,-28,12,11,39
121,4,1,Manchester City,Wolverhampton Wanderers,"<strong class=""matchTeamFormation"" data-team-id=""11"">4-3-3</strong>","<strong class=""matchTeamFormation"" data-team-id=""38"">3-4-2-1</strong>",Ederson,Rúben Dias,João Cancelo,Aymeric Laporte,Kyle Walker,Rodri,Kevin De Bruyne,Bernardo Silva,Gabriel Jesus,Riyad Mahrez,Raheem Sterling,Zack Steffen,Oleksandr Zinchenko,John Stones,Eric García,Phil Foden,Fernandinho,Ilkay Gündogan,Sergio Agüero,Ferran Torres,Rui Patrício,Conor Coady,Romain Saïss,Leander Dendoncker,João Moutinho,Jonny Otto,Rúben Neves,Ki-Jana Hoever,Adama Traoré,Nélson Semedo,Pedro Neto,John Ruddy,Willy-Arnaud Boly,Rayan Aït-Nouri,Maximilian Kilman,Vitinha,Morgan Gibbs-White,Owen Otasowie,Willian José,Fábio Silva,Matchweek 26,36,-6,62,34
122,1,0,Everton,Southampton,"<strong class=""matchTeamFormation"" data-team-id=""7"">4-3-1-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""20"">4-4-2</strong>",Jordan Pickford,Mason Holgate,Ben Godfrey,Michael Keane,Lucas Digne,Gylfi Sigurdsson,Allan,André Gomes,Abdoulaye Doucouré,Dominic Calvert-Lewin,Richarlison,João Virgínia,Kyle John,Ryan Astley,Niels Nkounkou,Tyler Onyango,Nathan Broadhead,Alex Iwobi,Joshua King,Bernard,Fraser Forster,Ryan Bertrand,Mohammed Salisu,Jannik Vestergaard,Jan Bednarek,Nathan Redmond,James Ward-Prowse,Moussa Djenepo,Stuart Armstrong,Ché Adams,Danny Ings,Alex McCarthy,Jack Stephens,Kayne Ramsay,Caleb Watts,Kgaogelo Chauke,Alexandre Jankewitz,Nathan Tella,Will Ferry,Daniel Nlundulu,Matchweek 26,5,-12,43,30
123,0,0,Crystal Palace,Fulham,"<strong class=""matchTeamFormation"" data-team-id=""6"">4-2-3-1</strong>","<strong class=""matchTeamFormation"" data-team-id=""34"">4-2-3-1</strong>",Vicente Guaita,Cheikhou Kouyaté,Gary Cahill,Patrick van Aanholt,Joel Ward,Jordan Ayew,Luka Milivojevic,Andros Townsend,Jairo Riedewald,Eberechi Eze,Christian Benteke,Jack Butland,Reece Hannam,Martin Kelly,Tyrick Mitchell,Scott Dann,James McCarthy,Jean-Philippe Mateta,Michy Batshuayi,,Alphonse Areola,Ola Aina,Kenny Tete,Joachim Andersen,Tosin Adarabioyo,Bobby De Cordova-Reid,Ademola Lookman,Ruben Loftus-Cheek,Harrison Reed,Frank Anguissa,Josh Maja,Fabri,Joe Bryan,Tim Ream,Terence Kongolo,Antonee Robinson,Josh Onomah,Mario Lemina,Ivan Cavaleiro,Aleksandar Mitrovic,Matchweek 26,-14,-12,33,22
124,1,3,Leicester City,Arsenal,"<strong class=""matchTeamFormation"" data-team-id=""26"">4-4-2</strong>","<strong class=""matchTeamFormation"" data-team-id=""1"">4-2-3-1</strong>",Kasper Schmeichel,Jonny Evans,Luke Thomas,Timothy Castagne,Çaglar Söyüncü,Youri Tielemans,Ricardo Pereira,Harvey Barnes,Wilfred Ndidi,Jamie Vardy,Kelechi Iheanacho,Danny Ward,Daniel Amartey,Christian Fuchs,Vontae Campbell,Sidnei Tavares,Nampalys Mendy,Hamza Choudhury,Cengiz Ünder,Marc Albrighton,Bernd Leno,Pablo Marí,Cédric Soares,David Luiz,Kieran Tierney,Willian,Mohamed Elneny,Nicolas Pépé,Granit Xhaka,Emile Smith Rowe,Alexandre Lacazette,Mathew Ryan,Héctor Bellerín,Rob Holding,Dani Ceballos,Martin Ødegaard,Bukayo Saka,Thomas Partey,Pierre-Emerick Aubameyang,Gabriel Martinelli,Matchweek 26,17,5,50,34
